,OrbitingCameraControl.object_x,OrbitingCameraControl.object_y,OrbitingCameraControl.object_z,OrbitingCameraControl.phi,OrbitingCameraControl.radius,OrbitingCameraControl.theta,OrientationControl.rotation_x,OrientationControl.rotation_y,OrientationControl.rotation_z,SunControl.air,SunControl.altitude,SunControl.background_strength,SunControl.dust,SunControl.elevation,SunControl.intensity,SunControl.ozone,SunControl.rotation,SunControl.size,environment,id_l2_3_0,id_linf_4,id_linf_8,id_non_rob,is_correct_l2_3_0,is_correct_linf_4,is_correct_linf_8,is_correct_non_rob,loss_l2_3_0,loss_linf_4,loss_linf_8,loss_non_rob,model,output_type,prediction_l2_3_0,prediction_linf_4,prediction_linf_8,prediction_non_rob
48,-0.5,0,0.268,0.6977777777777777,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,e013379f-79e3-48c2-b1dd-83ff12bc1bef,5de7bb65-bad0-4630-893e-4241503204be,70c0f4c9-c97a-42d7-8032-43bd502aa1be,9c34dace-0f00-4ca4-8f64-bc75afc97c40,False,False,False,False,1.9302543,2.0264657,1.6400104,3.571893,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
49,-0.5,0,0.268,0.6977777777777777,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,db09bf12-32a4-4a6b-9949-053268460598,367e653c-26be-4106-be65-78b3050dc011,99fe3016-a615-40bd-b09b-605723b963ba,50fda0c5-674c-4fd1-b013-480ccd959538,False,False,False,False,1.8734406,2.10878,1.5985236,3.4922886,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
50,-0.5,0,0.268,0.8722222222222223,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,9c33a8ea-d824-4960-a320-466c9a83db2c,28dc41e8-4cac-427f-8994-83715c47f88b,3ed9c72f-8328-4d71-856e-d402c0201c1d,163432a1-0e91-4185-8b7c-a65cdd911d25,False,False,False,False,2.2316246,1.9393272,1.5262969,4.424055,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
51,-0.5,0,0.268,0.8722222222222223,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,05f58dab-badd-4c81-abaf-2e6ebc64b70a,3cec9b75-a87a-4443-a564-53ef6e6a466a,aa3c4573-5b9c-4ff2-a9f4-a8876dd07da0,d4ec1d5a-59dd-4da2-9af2-8bd587878ae5,False,False,False,False,2.1982944,2.0362768,1.5569392,5.478676,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
52,-0.5,0,0.268,0.8722222222222223,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,c5f42452-5adb-41ff-a551-e2ac024c51aa,b02983d1-09a6-4636-ab74-c68011695a11,18579b0b-c5ea-4067-af05-beb85e553bf7,b90b5714-ee5e-49df-84ac-851c815df6a9,False,True,True,False,0.8494469,0.45927665,0.6515321,1.202339,025_mug.blend,classes,cup,coffee mug,coffee mug,cup
53,-0.5,0,0.268,0.8722222222222223,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8f8fa320-0d91-4fb0-bda9-60b07c6938f7,2d8b56b4-1361-4f43-a5ef-68b8d58ae22e,b39d2e20-d216-4c72-8f45-a54d312a247b,ddfe207f-79cb-45a7-827d-fbff029275fd,False,True,True,True,1.0133021,0.5583314,0.607433,1.0701823,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
54,-0.5,0,0.268,0.8722222222222223,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,14f92a80-8fff-45a9-8214-616bebb025bd,dc82e5b1-e262-4e24-b8ba-9eed428f8b06,ff6701f3-b305-483c-9369-e1cc915da735,ecdd5f27-cb73-42af-93d1-967e07863408,False,False,False,False,2.2314708,1.9037019,1.4452732,2.726985,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
55,-0.5,0,0.268,0.8722222222222223,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,23b50c85-6c8d-4bd4-aa76-aed7cc2ce55c,64088e0d-5877-4353-95ac-ae08208938ef,0c052136-6488-4536-af1a-48b267a5320c,6ebcbe3f-ffd2-4c90-abe1-53c8bab8609c,False,False,False,False,2.3780558,2.488159,1.6735523,2.615179,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
56,-0.5,0,0.268,0.8722222222222223,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8c6cae04-4f7f-4b25-bf57-dbfa05c0990f,cc43eacd-926f-407a-a065-bf8f08168bfa,a5faed5c-5a2d-442c-bc6f-8612e546a038,06cd880a-94ec-4752-8f25-5e129bb2878c,False,True,True,True,1.0840946,0.6499695,0.53780353,1.0108507,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
57,-0.5,0,0.268,0.8722222222222223,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,95efc2a9-8b58-4134-bd62-1af088ee1e0b,54208c42-43e3-44b4-943a-e6b0f7961848,f06f9188-497b-41f6-aa00-15bde78e6b4d,1c0f4951-edfb-4e2e-a55c-6e9f2d38e18c,False,True,True,False,1.1219995,0.74609846,0.7381729,2.0743806,025_mug.blend,classes,cup,coffee mug,coffee mug,"bucket, pail"
58,-0.5,0,0.268,0.8722222222222223,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f18f6788-00c0-40bc-87b4-9df7723c1954,88977b74-b8c4-42ac-b410-4f3a27e96f5c,0b764e86-8fc4-4e04-b1dd-b5583321f4f3,d9b317a1-0e4c-496c-9aad-4deedf119e3e,False,False,False,False,2.2287529,1.9665818,1.5575829,5.3334603,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
59,-0.5,0,0.268,0.8722222222222223,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,b3f322a6-2c84-4fd4-aac7-c0632e9c3796,c06a32bd-4905-4f37-8dc5-48d2493a2878,4efbd9ac-f9b1-4c96-975c-69efb6e076c9,68321a09-f6d8-4758-9a48-a3ab6bea9a16,False,False,False,False,2.2425265,1.9491943,1.5429494,4.668418,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
60,-0.5,0,0.268,1.0466666666666666,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0efd531b-8044-4534-83e3-4009b082aa78,bad7d6ee-4217-491b-8655-d88fe3526f07,6d85e05c-2d21-4aae-8412-2eb9a7a8f7f3,ec3829e4-43f6-40a7-9abe-986f13a73722,False,False,False,False,2.4680905,2.0336099,1.7876527,4.8673096,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
61,-0.5,0,0.268,1.0466666666666666,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0098b3d3-5606-44c0-b5c0-b0e6daf2ac82,f9d2d1fe-99e3-4ae9-9889-a41529c424a0,8cf96d6e-7c82-405c-bf15-84857f7ba86a,c4b10cd0-9915-44bb-a8ed-fa1b03776787,False,False,True,False,2.1687107,1.6322006,1.5427688,6.2995024,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
62,-0.5,0,0.268,1.0466666666666666,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,760f788b-607d-48d4-81de-13b76122ba71,55475bb4-9a32-4e8b-9435-659a8c3437f4,b6f4e373-d1be-48b6-9aab-4a8b430fdf68,01ccb810-7961-4060-988a-05407085be89,True,True,True,False,0.74377316,0.3495922,0.512167,1.4662951,025_mug.blend,classes,coffee mug,coffee mug,coffee mug,cup
63,-0.5,0,0.268,1.0466666666666666,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,6ab175ea-e20c-48e1-b5cd-3022d4203d24,f8101915-944f-4a30-aa80-ed22e1aa1c24,481a6272-cea0-4914-a421-e9a0e3eefa26,6884969e-ff3a-4a1e-bcb4-248a2b57a073,False,True,True,False,0.85438526,0.3729521,0.5357838,1.3750598,025_mug.blend,classes,cup,coffee mug,coffee mug,cup
64,-0.5,0,0.268,1.0466666666666666,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,b801fa3f-2351-4630-8035-8523edfaa4f7,18f8e922-18a1-48f6-8587-57387c6f5b1d,a946eec3-5b70-42c5-8d5b-bc8da01c4380,72f578cb-3998-410f-af4c-8667a1cd923d,False,False,False,False,2.4568887,2.1060758,1.8538841,3.4033356,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
65,-0.5,0,0.268,1.0466666666666666,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,89e64566-1e69-4b53-93cb-1303c31b7716,7b10727c-84af-4bfc-b3f5-281e946f9fc1,352420c9-e530-4dad-b009-ea4bf512bb9e,cab60938-449a-424a-aa4d-74232abdc6cd,False,False,False,False,2.651399,2.5097313,2.0438142,3.2593908,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
66,-0.5,0,0.268,1.0466666666666666,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,2cd37235-50f0-4ecf-acb9-3cf3b866a44e,7fec68ef-445d-4b12-bd5d-9b33e01cff9a,a5071504-1b2d-4282-932d-cba88382cf7c,95830190-f958-4097-9aa6-6afa8ee21fdd,False,True,True,True,0.94037765,0.44180235,0.44727713,1.4510511,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
67,-0.5,0,0.268,1.0466666666666666,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,ffe36fa9-3f7f-490b-92ee-675ffa9bf71f,7ecccb96-cf5f-4fc2-a773-5e5515fa7eb4,4cc1c5c2-79e9-4e79-a786-52b170abc537,761ad8d5-7f15-4ce1-a15c-822e27d07e42,False,True,True,False,0.92641366,0.44553503,0.4760198,1.4999498,025_mug.blend,classes,cup,coffee mug,coffee mug,"bucket, pail"
68,-0.5,0,0.268,1.0466666666666666,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d4ed0b83-12bb-4c29-83cd-3e011b227433,11bc2252-30a1-4482-a08e-503d8f816b80,0ff10a0d-de10-4414-a044-cd3f496d5989,8dd06070-589b-4644-a955-1a3201d4acb1,False,False,True,False,2.1625953,1.7380675,1.6416006,5.2742,025_mug.blend,classes,"bucket, pail","bucket, pail",coffee mug,"bucket, pail"
69,-0.5,0,0.268,1.0466666666666666,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,de979557-1387-4d8d-92f6-7c65afd7aa7d,6ea88dc9-804e-4570-92d9-9173ed1f9207,c9aa1037-7dab-40d4-906f-10ee1a3a6c1d,897b49d5-b24e-4d87-a432-c904b7e11b31,False,False,False,False,2.4665978,2.0321693,1.7887299,5.1811886,025_mug.blend,classes,"bucket, pail","bucket, pail","bucket, pail","bucket, pail"
70,-0.5,0,0.268,1.221111111111111,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8dad3ec5-a953-4af2-b97d-0b72b98f37d6,97dbe246-f9bf-47cf-bf87-58b3c4c6789a,de46fb12-6eaf-4961-b64c-dc2f9f4eb0c6,90fff207-5191-415f-afbc-5313bc4dc3b6,False,False,False,False,3.2860322,3.1679153,2.9548488,8.676579,025_mug.blend,classes,"bucket, pail","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail"
71,-0.5,0,0.268,1.221111111111111,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f98a3d47-ff10-41e6-b225-c2bda2354224,fdca723d-7b9f-4083-aa8d-b19582927f76,7eaaae1c-e3c4-4f1b-a335-e3b4ff4c0876,7303a8d0-d9d3-47ce-aedf-c18e3e3522ce,False,False,False,False,2.5553455,2.5591865,2.407515,4.219061,025_mug.blend,classes,"bucket, pail","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail"
72,-0.5,0,0.268,1.221111111111111,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,1e6b778f-a8c0-4626-baf8-63707c280385,7e7b57a9-aca3-4dab-9279-c2c952ef3b3c,e7bf4657-5d17-4ed5-8bdc-23cbbbfddb70,97cbdae3-2ed1-4466-b3a6-cdd9c043c66f,False,True,False,True,0.99874,0.59326565,0.98102635,0.89081496,025_mug.blend,classes,cup,coffee mug,cup,coffee mug
73,-0.5,0,0.268,1.221111111111111,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,fb1db1d8-bbd7-4f6c-a9bd-a2ada818d03b,cb340d40-fab5-4404-8f21-43e71b372b33,cb9584f4-3f1a-4007-a43b-d5fbb35dc873,b3242c31-31cc-4111-9a2a-a1bc97103f5e,False,True,True,True,0.98434305,0.39011696,0.6147963,0.68571407,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
74,-0.5,0,0.268,1.221111111111111,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,6a91d91e-54b4-4547-bbe1-ccb68a16b334,61cf2577-7bc9-444d-9d5b-d6891f862497,8394e010-2e03-41e3-bef7-8c1accf746bf,80a93d6a-00e1-4489-b997-c0fce123f03d,False,False,False,False,3.1655169,3.1302214,2.2130396,5.871106,025_mug.blend,classes,"bucket, pail","bucket, pail","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail"
75,-0.5,0,0.268,1.221111111111111,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,2a7ad9b7-fbae-4322-aeb0-774b27933bd3,b7dde331-406f-4b2f-a2bb-52667da250b0,fddc029a-e4ae-411b-8255-a103a07c6a74,b13117a1-10ac-4d1a-b1a5-dd1e9c31ec5b,False,False,False,False,3.307801,3.3075533,2.3251233,4.7677526,025_mug.blend,classes,"bucket, pail","bucket, pail","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail"
76,-0.5,0,0.268,1.221111111111111,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,bb118936-6701-47d6-be01-35a9f1f748d5,a77100dc-8313-4364-a742-88675d7aa06f,2a8ca801-eefe-45ea-8af0-7e32b53a7e0e,0b7825b6-48bc-404f-8d1d-32d2630f0813,False,True,True,False,1.0482947,0.41941246,0.5808571,1.6405382,025_mug.blend,classes,cup,coffee mug,coffee mug,cup
77,-0.5,0,0.268,1.221111111111111,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,b1e1f623-1e1e-4ba7-bf45-b62f8d8df891,8d94716d-ee8c-401a-bc9b-997adb5d0eb5,2b22e134-230d-40a3-b97d-26b876234b86,2a413d9d-ed28-441f-b264-feb8c5b65f75,False,True,True,False,1.2252457,0.7481845,0.878352,2.0872846,025_mug.blend,classes,cup,coffee mug,coffee mug,"bucket, pail"
78,-0.5,0,0.268,1.221111111111111,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,c8ea512f-8499-499e-bc8e-0c9cb92b0c49,690bce63-ac9f-4201-bee7-325736ae678b,96f30e5b-128f-4471-9c9c-74c2185039d8,397e403f-00eb-428b-85e8-96be352ba864,False,False,False,False,2.6931877,2.699798,2.6925244,7.3781686,025_mug.blend,classes,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail"
79,-0.5,0,0.268,1.221111111111111,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0b114582-a262-4a67-a703-158be227562c,b0d1a458-d2f3-477e-80f0-11f83b5da2bf,5643571f-a82b-4341-afc7-9617eab641de,9a9f5830-ec9e-4e47-ae66-ec00191e86ec,False,False,False,False,3.305314,3.176126,2.9692717,8.758629,025_mug.blend,classes,"bucket, pail","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","bucket, pail"
80,-0.5,0,0.268,1.3955555555555554,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,0db19d74-3e59-4038-a008-11c730a9f520,fb79fdd7-a94f-4189-9bb5-250a2d767540,d6e68207-0344-44f5-b34e-d8e040e07e61,03e1230b-d9ef-4601-b700-a21b4686eb22,False,False,False,False,3.4265776,3.0861592,3.657604,7.9789767,025_mug.blend,classes,pencil sharpener,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",pill bottle,"bucket, pail"
81,-0.5,0,0.268,1.3955555555555554,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d8d9690d-f7fa-4e17-b884-02c45914ae09,eed740ea-64b6-4fc3-b8db-8939e25a153e,41116e60-ecdc-4841-acab-6b0a4d2d724e,5425b66e-7295-4b03-b5ca-4e4d2586b89e,False,False,False,False,3.1860847,3.413147,3.2432823,8.054633,025_mug.blend,classes,pencil sharpener,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",pill bottle,"bucket, pail"
82,-0.5,0,0.268,1.3955555555555554,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,92f562d9-5b21-4a40-bdb2-8f0c6b355873,6b548904-2b84-4f80-b4a6-ae603a89894b,f2f8d6ce-9fa5-4c54-9774-fa3cfb5f4b9b,3c3a1235-a616-4e13-bdc1-bc9c00a27189,False,True,True,True,0.94229364,0.49172795,0.84266996,0.92170244,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
83,-0.5,0,0.268,1.3955555555555554,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,11c94368-d32f-4147-b5d4-b62aa003a76a,5a187e16-69c8-4183-b37f-2de32b6b7f14,60e1394b-9be8-4ad8-9d8b-ee907cb66519,7c24383d-c318-4fa0-b63f-cc219238a892,False,True,True,True,1.0198666,0.7057156,1.0228072,0.88998014,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
84,-0.5,0,0.268,1.3955555555555554,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,7ee7ab09-6107-4888-acd1-d0e39ac5bb33,d336c4f9-e4ad-42f6-ab6e-e014e871c8e9,c4abf517-0cfd-4aa7-8e0e-543873a9940a,edc1b454-3f56-43ff-8221-3cd8c2da6aff,False,False,False,False,6.014871,6.014239,4.472324,5.823409,025_mug.blend,classes,"mailbox, letter box","mailbox, letter box","mailbox, letter box","bucket, pail"
85,-0.5,0,0.268,1.3955555555555554,0.3,0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,f670116d-13f2-46a1-a764-3f5fc37be208,81e77f65-ce85-45e8-aedd-31365a0c09cf,7529e9c5-5ef8-4eb8-9fee-100a56c8b12e,5a3a319a-5b4b-4ae0-b67d-ca3aa3489007,False,False,False,False,6.2102094,6.0942917,4.6392403,4.5819974,025_mug.blend,classes,"mailbox, letter box","mailbox, letter box","mailbox, letter box","bucket, pail"
86,-0.5,0,0.268,1.3955555555555554,0.3,1.0466666666666664,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,8ce1c2fc-ed42-4325-93a6-9034cd8914bd,a833969f-d02c-43ee-99ad-5a1b938a1a46,994d1399-c0b6-4802-ace7-07e482754c2b,c21e31f5-fd70-4c65-997c-d4f0613fd572,False,True,True,True,1.1751298,0.76582813,0.85032254,1.1794244,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
87,-0.5,0,0.268,1.3955555555555554,0.3,1.744444444444444,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,de80527c-7ae8-428b-99bd-d95244566382,d79ee502-9e12-4e57-be31-51f4cb243151,2367e5ca-43f5-4cdc-acd6-bf6ae2abbf4b,c7179789-f4d2-44ba-8770-439e8a37264b,False,True,True,False,1.0481867,0.63670576,0.72898287,1.0827522,025_mug.blend,classes,cup,coffee mug,coffee mug,"bucket, pail"
88,-0.5,0,0.268,1.3955555555555554,0.3,2.4422222222222216,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,08d7668b-0d6c-456b-a624-2288df42ae40,51647ef8-a1e5-43a5-8dcf-ac33ee5d6d0a,84de2c27-c7a9-49df-9097-1d67d51b3c5f,9e71b7d5-ac42-4e54-9671-506d690d7aee,False,False,False,False,3.6906214,3.4757037,3.9953668,7.44445,025_mug.blend,classes,pencil sharpener,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",pill bottle,"bucket, pail"
89,-0.5,0,0.268,1.3955555555555554,0.3,3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,207d50c9-0db5-41ff-a9d4-8462fc22c1be,1fd152e9-1a96-4028-b4f1-d400d83217b0,53c45c36-a944-4505-9574-ea0e33a76d20,9662f152-5ed2-44fb-b1c1-193b55d96db4,False,False,False,False,3.425267,3.089182,3.6409335,8.083761,025_mug.blend,classes,pencil sharpener,"ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin",pill bottle,"bucket, pail"
90,-0.5,0,0.268,1.57,0.3,-3.14,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,00b57045-976e-4462-8d12-dab72dc2490e,00de8a2c-fab1-4ce9-8ab0-f29e1595d6c2,124f4e77-2d8d-4e4a-a414-da8b8f6cbb02,b892a4ca-b319-49d9-a3a8-01224f96edcf,False,False,False,False,3.5043652,3.1934688,3.0436075,5.996102,025_mug.blend,classes,pencil sharpener,"bucket, pail",pill bottle,"bucket, pail"
91,-0.5,0,0.268,1.57,0.3,-2.4422222222222225,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,dca01d97-9611-4bc5-8d8d-148c68d0ccdd,d43e60a3-3c75-422c-850b-5d5159f5c756,f5c4d8f7-0e4f-4e0f-9c0a-4f034657e7a7,bb5d226b-e283-4b04-9b87-536e9c1662cb,False,False,False,False,3.392061,3.548761,2.9743075,6.0222673,025_mug.blend,classes,"bucket, pail","bucket, pail",pill bottle,"bucket, pail"
92,-0.5,0,0.268,1.57,0.3,-1.7444444444444447,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,d7e021fe-1ce0-459c-843f-c32e877ae3a6,5ec57e8c-bd5c-4fab-8480-f34ec44965b2,7f0fd361-42bd-4912-9900-752d9b91149a,cbdede23-45a4-4f61-b255-13fa531ad405,False,True,True,True,0.8175306,0.40834874,0.9428569,0.9096506,025_mug.blend,classes,cup,coffee mug,coffee mug,coffee mug
93,-0.5,0,0.268,1.57,0.3,-1.0466666666666669,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,fabcb33a-868a-4648-b629-bc82f8e76c60,11b625d1-c5c0-4d6e-8134-0a15fd3a0e82,fe14c8a5-8244-495f-aba3-b65749bd3f07,e14389e4-5e05-41db-9dd7-e1c52e002c79,True,True,True,True,0.8070194,0.45319358,0.7679889,0.8299103,025_mug.blend,classes,coffee mug,coffee mug,coffee mug,coffee mug
94,-0.5,0,0.268,1.57,0.3,-0.34888888888888925,-1.57,0.0,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,studioX_Stage.blend,17360844-fba6-499e-bbc7-ae0eb2fe462d,29ba7817-51dc-4cb7-b573-7701d488460e,2a19c443-9ec9-4e19-97f1-2035ced91702,aa4d90fe-705a-4202-9968-8f53b8cf44c6,False,False,False,False,5.4947805,5.9705844,5.5356216,4.2143683,025_mug.blend,classes,"mailbox, letter box","ashcan, trash can, garbage can, wastebin, ash bin, ash-bin, ashbin, dustbin, trash barrel, trash bin","lighter, light, igniter, ignitor","bucket, pail"
