,OrbitingCameraControl.object_x,OrbitingCameraControl.object_y,OrbitingCameraControl.object_z,OrbitingCameraControl.phi,OrbitingCameraControl.radius,OrbitingCameraControl.theta,SunControl.air,SunControl.altitude,SunControl.background_strength,SunControl.dust,SunControl.elevation,SunControl.intensity,SunControl.ozone,SunControl.rotation,SunControl.size,environment,id_l2_3_0,id_linf_4,id_linf_8,id_non_rob,is_correct_l2_3_0,is_correct_linf_4,is_correct_linf_8,is_correct_non_rob,loss_l2_3_0,loss_linf_4,loss_linf_8,loss_non_rob,model,output_type,prediction_l2_3_0,prediction_linf_4,prediction_linf_8,prediction_non_rob
48,-0.5,0,0.253,0.6977777777777777,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,5906db73-b1b8-4835-bfad-73370c9e987c,02123917-9256-4d86-bec6-407b4142b409,85787233-5063-4159-a9b9-937c457d2e5a,c1430b12-bc2e-4341-8578-24428bb95241,False,False,False,False,9.411044,9.7389145,10.079124,8.081667999999999,tugboat_1.blend,classes,football helmet,"grand piano, grand",iPod,"tank, army tank, armored combat vehicle, armoured combat vehicle"
49,-0.5,0,0.253,0.6977777777777777,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,0b8492c8-f683-4a45-bb42-6c5c63da685b,b3faf517-d26a-46b3-9e9e-9c51e82b70f1,9c14fd06-5c26-498b-9e05-95d6e6b973e7,75a0ab55-c1fc-49e0-bc16-e79a71a0be8f,False,False,False,False,10.072347,11.261443,10.046334,5.179882,tugboat_1.blend,classes,"lighter, light, igniter, ignitor","lighter, light, igniter, ignitor","traffic light, traffic signal, stoplight","aircraft carrier, carrier, flattop, attack aircraft carrier"
50,-0.5,0,0.253,0.8722222222222223,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,b6169784-7d06-47fc-859c-54b363440ab1,061c2fa2-2b1f-4bca-9fed-ac6ada48fcc8,419f9b85-81e6-488f-bac0-1e04739e1543,506dba2b-5f71-4c62-a175-f9b8c8b28206,False,False,False,True,8.057379,7.663424000000001,9.077394,4.7609224,tugboat_1.blend,classes,"beacon, lighthouse, beacon light, pharos",space shuttle,"beacon, lighthouse, beacon light, pharos","container ship, containership, container vessel"
51,-0.5,0,0.253,0.8722222222222223,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,36428360-287c-40c0-9f41-15a4658c8dd6,61861e7b-fa5f-46ee-b6b6-cc0352c05ab3,72882be6-7f34-438d-827e-2329b385c9e8,b8d5e7c3-6a77-40be-b2b3-7686f867ed7a,False,False,False,False,9.671643,9.354736,8.165192999999999,4.3051330000000005,tugboat_1.blend,classes,"grand piano, grand","grand piano, grand",football helmet,"aircraft carrier, carrier, flattop, attack aircraft carrier"
52,-0.5,0,0.253,0.8722222222222223,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,e71f63c2-dbf2-4235-a55e-a424010f8148,a1bb38a6-7ad9-4195-9f78-56cc333412fb,01c52db0-865e-40b4-8773-ef7a5944c03d,719213e5-f89e-4587-bad5-710e11d3dfc0,False,False,False,False,8.660181,7.3109145,7.7765474,4.7214785,tugboat_1.blend,classes,football helmet,"tank, army tank, armored combat vehicle, armoured combat vehicle","jersey, T-shirt, tee shirt","tank, army tank, armored combat vehicle, armoured combat vehicle"
53,-0.5,0,0.253,0.8722222222222223,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,3ac0c763-36db-49d1-b6d0-0344dabd45c0,0c8c50ce-2b97-47d4-96d7-d2f7acfb5183,13bd72bb-c2d6-4f94-a450-7e2fd2b8c084,e24a2b1d-83b6-4b3c-8b4a-5ea086b13c54,False,False,False,False,8.725897999999999,8.200272,8.758144999999999,5.504154,tugboat_1.blend,classes,football helmet,birdhouse,"Polaroid camera, Polaroid Land camera","tank, army tank, armored combat vehicle, armoured combat vehicle"
54,-0.5,0,0.253,0.8722222222222223,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,d809fd70-ca98-4c6b-a572-fd2c5db9c4ef,ae7251f1-e6b3-4298-945c-e773d6eae587,cdfdbd86-885f-4c09-b736-78c7a457f6de,0709fbbd-7e02-42cb-bcd2-7eddb4c3c28b,False,False,False,True,9.549383,10.084188000000001,9.665087,4.510375,tugboat_1.blend,classes,"grand piano, grand","Polaroid camera, Polaroid Land camera","lighter, light, igniter, ignitor",fireboat
55,-0.5,0,0.253,0.8722222222222223,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,c59bb50e-d690-4d61-b098-b36786f50d72,563cfb45-3143-4e04-80e1-21e5ab8ba5b8,fb98d28f-0fef-418f-b253-0463604f3f35,ac3b12a5-f896-4c06-90f1-82ca2a582d72,False,False,False,False,8.01351,7.879415,8.474999,5.148896700000001,tugboat_1.blend,classes,"gas pump, gasoline pump, petrol pump, island dispenser","beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","Polaroid camera, Polaroid Land camera"
56,-0.5,0,0.253,0.8722222222222223,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,8c10f7b4-6627-415b-8c7b-854226d22fe4,8ac7d552-5e6f-4d58-858b-9fa13a4a115a,f3d650f6-ec44-4f3d-9187-bb34ff6609aa,b109f7f1-1fb1-4afd-aa89-aaafc1feaba7,False,False,False,True,9.759136999999999,9.676986999999999,9.551596,4.0510044,tugboat_1.blend,classes,"grand piano, grand","Polaroid camera, Polaroid Land camera","lighter, light, igniter, ignitor",fireboat
57,-0.5,0,0.253,0.8722222222222223,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,e555179a-e705-4e1f-945b-c95d56dd8ff3,257cdd74-8e84-4780-959d-0c873c24fced,fa41c6e8-c2bf-4875-b730-4ad756a1ae84,3b713297-6a02-49a1-90fa-d06e623b1c9e,False,False,False,False,9.210118,8.7819805,8.46348,5.4266486,tugboat_1.blend,classes,football helmet,birdhouse,football helmet,"tank, army tank, armored combat vehicle, armoured combat vehicle"
58,-0.5,0,0.253,0.8722222222222223,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,4dcfad35-5b83-4645-8124-243d19d931e8,d04e41c5-6348-44ff-8b87-b294cc5f3ca7,aa75c8a0-6b12-4526-9cc7-3c0d63666e8f,534997f1-dc87-4793-a853-bc8cee01e8df,False,False,False,False,8.705963,8.696976,8.5308275,6.1575828,tugboat_1.blend,classes,football helmet,birdhouse,"jersey, T-shirt, tee shirt","tank, army tank, armored combat vehicle, armoured combat vehicle"
59,-0.5,0,0.253,0.8722222222222223,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,ede3e063-422a-4a92-b1b9-1d7f11d04664,85359843-a8a3-407a-ba18-bd3a7b0eba1a,a7276373-2e55-45cf-bb5a-e39d10f8a7e1,ea903135-4359-4f63-a52a-5902abfefc2a,False,False,False,False,8.965993,9.676567,8.700424,4.9957886,tugboat_1.blend,classes,"grand piano, grand","grand piano, grand","traffic light, traffic signal, stoplight","tank, army tank, armored combat vehicle, armoured combat vehicle"
60,-0.5,0,0.253,1.0466666666666666,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,44f62ef9-9102-47d5-92a6-c9ada8d2155a,2fb142e5-45c5-4dfb-9529-2e4f6289b0ab,cc3bc91b-ca3e-495e-99c4-6f01ca06103e,b670a18a-5fdf-4ab0-bc01-013df56f6ab9,False,False,False,False,6.362658000000001,5.770356700000001,7.988472,4.7221413,tugboat_1.blend,classes,"beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","jeep, landrover"
61,-0.5,0,0.253,1.0466666666666666,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,afe7abf2-026e-4129-8ce5-13dd414b975b,b86f1a3f-972f-4a34-b897-a79d2e8478f0,37783615-3f6b-4041-980f-73c8a9881219,949975af-d1e3-4b4e-ae43-8bfc99562529,False,False,False,False,6.4799739999999995,5.386880000000001,6.2420206,4.8491125,tugboat_1.blend,classes,"grand piano, grand",boathouse,"beacon, lighthouse, beacon light, pharos","drilling platform, offshore rig"
62,-0.5,0,0.253,1.0466666666666666,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,91620419-10f8-440c-a6a0-0607a18b7da5,ef5aceb8-f6fe-484a-9fbf-853d90279ccb,7a8a30f7-ca0b-4b9a-a5a8-a02c0a2672d3,3a1fb412-b6f1-4446-b420-73d089a412fa,False,True,False,False,5.756482599999999,4.3991622999999995,5.1530657,4.1673803,tugboat_1.blend,classes,"mailbox, letter box","container ship, containership, container vessel","jersey, T-shirt, tee shirt","drilling platform, offshore rig"
63,-0.5,0,0.253,1.0466666666666666,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,ba15f906-d8b3-42fb-bb2e-488ad827413a,c73c50a4-54d4-4232-84de-dd9628ab3eef,71ea119b-6ed9-442b-a33d-c87927941bab,4ca4504c-9d9d-4949-b8c5-9c0cbd1a617e,False,False,False,False,5.580115,5.760389,5.888077,4.9437017,tugboat_1.blend,classes,wreck,birdhouse,"Polaroid camera, Polaroid Land camera","tow truck, tow car, wrecker"
64,-0.5,0,0.253,1.0466666666666666,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,0ec48e94-ecc8-4c35-bb39-27355441c895,b4caa36b-4565-4398-af95-673792dce443,352c9c56-5597-43b5-9880-435fee6fd4d8,71f3bdaf-645c-4945-8e30-c9d9ff27d0f9,False,False,False,True,6.4214644,5.9916806,7.078236599999999,4.0667396,tugboat_1.blend,classes,sewing machine,"Polaroid camera, Polaroid Land camera","Polaroid camera, Polaroid Land camera",fireboat
65,-0.5,0,0.253,1.0466666666666666,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,2896bc8f-5c4f-47d9-8b94-4c1fb75cff3e,3e804df9-5441-447d-bd43-bd3447ab020b,c39a9f28-5832-4535-80bd-ed6e43673bf3,fd05dd3c-4c71-4ff1-b624-127c4c1f888a,False,False,False,True,6.386735,5.830855400000001,7.190525999999999,4.023757,tugboat_1.blend,classes,"church, church building","beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos",fireboat
66,-0.5,0,0.253,1.0466666666666666,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,0331fa75-97d3-41c8-a61c-bc243545267b,0e386ffc-0ab2-4c92-a273-71562e4824a9,c2c6b0da-5959-4a78-b1b7-2337b1ae558f,666c11c4-d285-4a94-a9ce-bfb7718c55c5,False,False,False,True,6.2589635999999995,5.190926599999999,6.6181244999999995,4.20254,tugboat_1.blend,classes,sewing machine,"dock, dockage, docking facility",football helmet,fireboat
67,-0.5,0,0.253,1.0466666666666666,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,b636f2cc-5f81-4d21-a459-d76e02294fd2,464a5683-0b49-4a4f-8c1c-a7988f9c32e9,710e28df-ef74-4f14-ab40-9d9807f4e522,bef20769-30ca-48b1-867f-82c9980b110c,False,False,False,True,5.9865975,5.5642004,7.0233855,4.117605999999999,tugboat_1.blend,classes,football helmet,birdhouse,"jersey, T-shirt, tee shirt",fireboat
68,-0.5,0,0.253,1.0466666666666666,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,0f259484-8aa9-4883-ba77-e6132be2a529,d49beeb6-394e-409d-ada4-891f961593bc,eb1db39c-48a0-4236-9b11-b9048eca3b95,59d79f4a-680b-400c-a873-81d30146acc3,False,True,False,False,5.0871096,4.633683,5.952578,5.203622,tugboat_1.blend,classes,jigsaw puzzle,"container ship, containership, container vessel","jersey, T-shirt, tee shirt","tank, army tank, armored combat vehicle, armoured combat vehicle"
69,-0.5,0,0.253,1.0466666666666666,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,cbdad790-de8c-44b7-beb5-5518f558befb,b7ef71f9-0903-4474-92ba-04e5372c0c1d,3e87379d-702f-4fa7-8ad1-be6f70b05ad0,335b741a-97ae-4940-bf2b-c463933a352d,False,False,False,True,6.314445500000001,5.68398,6.219645,4.196086,tugboat_1.blend,classes,"grand piano, grand",birdhouse,boathouse,"container ship, containership, container vessel"
70,-0.5,0,0.253,1.221111111111111,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,c9e7ed19-2d42-44f5-b656-53325a999048,48a82218-d93c-486e-acf6-fbf0333d058b,07960e5a-4e45-4a40-ac17-a448578a65ec,58ea54f2-4e0d-41cf-8f60-885fafabb777,False,False,False,False,6.0496035,5.497294,7.281598,4.7750955,tugboat_1.blend,classes,"beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
71,-0.5,0,0.253,1.221111111111111,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,6f26a640-227a-47fd-96e7-0a50f8eeaf6d,075b4536-948b-4ca4-805a-87f1ded57a68,1d5777b5-56e5-4ca8-8d46-a0a058d1123f,13c37738-9906-4f4d-8eb1-eb435f937e2b,False,False,False,False,4.636508,4.210632,4.6166529999999995,4.8026133,tugboat_1.blend,classes,"dock, dockage, docking facility","dock, dockage, docking facility","dock, dockage, docking facility","drilling platform, offshore rig"
72,-0.5,0,0.253,1.221111111111111,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,af68a7fb-6f7d-4ffa-89ff-712b370a0a85,87ffe9d1-4fb7-4019-97c9-8cb05bd8b72c,93c255e6-b3d8-4c8e-9745-5e96b4fdbc9f,5c7f4641-f6f6-4121-a631-d020a2471d97,False,False,False,False,4.1937013,4.277748,4.883026,4.2961206,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","amphibian, amphibious vehicle",catamaran,"drilling platform, offshore rig"
73,-0.5,0,0.253,1.221111111111111,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,eceffa26-5bac-482b-8ad9-81106a974537,ead78940-5130-4d09-9f96-793b3afabc9d,981d43a6-6d2e-4002-a8b8-77a70f471821,71ea1418-caa5-4f66-b8e5-61558e09984f,False,False,False,False,3.7946098,3.9180827000000007,4.62673,3.9614568,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","amphibian, amphibious vehicle"
74,-0.5,0,0.253,1.221111111111111,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,179c353c-d12f-4ecd-8456-54e224460f72,8a4d57bc-3750-4f91-9955-20c50a022535,5edde334-1fe8-42d6-9818-0f4075ec3901,b3221d13-d930-42f0-9fc8-fb79a8f2daa2,False,False,False,False,4.678406,4.108517,5.436083999999999,3.8771547999999996,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","dock, dockage, docking facility","aircraft carrier, carrier, flattop, attack aircraft carrier","dock, dockage, docking facility"
75,-0.5,0,0.253,1.221111111111111,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,cba7a29e-b8e0-49e5-b3e3-65a539117aab,e5ec042f-0318-4ac5-934c-a3bac7a3565b,139e7bc7-3c21-44e1-b276-1d6314929cfc,9b35485e-0033-4f9e-925a-493b371ee3f1,False,False,False,False,5.4314795,5.1751776,6.651992999999999,4.331196299999999,tugboat_1.blend,classes,"web site, website, internet site, site","beacon, lighthouse, beacon light, pharos",electric guitar,"breakwater, groin, groyne, mole, bulwark, seawall, jetty"
76,-0.5,0,0.253,1.221111111111111,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,59a6c1f1-8f3e-4829-bb31-54d3b3bc827a,15f103c0-c12d-4159-85c5-91df84b47212,f9564c30-3d6f-4341-a997-ab03db046632,38ed657c-5459-4f58-a359-fde76a3cefb5,False,False,False,False,4.660011,4.075234399999999,5.317685,4.262437,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","dock, dockage, docking facility","aircraft carrier, carrier, flattop, attack aircraft carrier","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
77,-0.5,0,0.253,1.221111111111111,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,f98a7357-b9f3-49e4-8611-3060e2d6250c,1a310e30-04c6-40ec-aed5-913c23d95587,9a4626f5-c7fb-42e2-8ccb-cf81c7f50eb1,04885da4-b78c-4f0e-b221-6d895def0c4c,False,False,False,True,3.866918,4.1549463,5.031633,4.0171695,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","dock, dockage, docking facility",fireboat
78,-0.5,0,0.253,1.221111111111111,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,d3202d35-3c72-4733-8c0f-cf47fe55a8f2,dda32def-679c-48be-bc3c-768d05d8ef3c,86646dea-c699-42cb-892b-e3cc921b12ab,a71bb127-7ca4-4e50-9367-e15c51996bc4,True,False,True,True,3.8718559999999997,4.347995,4.7942815,3.9145309999999998,tugboat_1.blend,classes,fireboat,"submarine, pigboat, sub, U-boat","container ship, containership, container vessel",fireboat
79,-0.5,0,0.253,1.221111111111111,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,efb4356b-e66e-48a9-bce9-3d6c392df53f,8209943d-0401-44f0-8095-45024102ccb9,13ecffe7-72a8-4885-9cf7-42bae00dd75a,92320faa-3e7e-474f-8da5-2583e8c1744f,False,False,False,False,4.382378599999999,4.2547426,4.939246,4.367344999999999,tugboat_1.blend,classes,catamaran,"dock, dockage, docking facility","dock, dockage, docking facility","drilling platform, offshore rig"
80,-0.5,0,0.253,1.3955555555555554,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,c4151ada-8c4a-4964-ba08-06d7c2071af9,557fc89f-a2e8-4c7a-8b1f-a15f9d428a73,355a4072-d794-45ca-ad23-4fa93f874b56,eb2d5046-8141-456c-b6bc-6a67f66fb2b4,False,False,False,False,5.982295,5.346638,7.129645,4.8709674000000005,tugboat_1.blend,classes,"beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","beacon, lighthouse, beacon light, pharos","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
81,-0.5,0,0.253,1.3955555555555554,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,770c6b07-0177-423a-b860-3b3e241d1f01,82505ad4-0187-47cf-ae6f-43fd8d1ac4bb,efaa0733-c242-446a-ba8a-d5e276d3144b,9a4f8394-e7e2-4408-b98b-7b69df1f4200,False,False,False,False,3.9791863,4.451160400000001,5.242662,4.379619,tugboat_1.blend,classes,"dock, dockage, docking facility","dock, dockage, docking facility","beacon, lighthouse, beacon light, pharos","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
82,-0.5,0,0.253,1.3955555555555554,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,306b7398-3ae3-4ada-8cb8-8418771509ab,00772a85-f3e5-45f5-bc21-c63f3b40a89a,9defb5ab-ffe8-4918-bebd-39711f9c1f81,9e38d13d-b1de-4200-9962-39fd8a82403e,False,False,False,False,3.7839348,4.149361,5.1072702,4.3412137,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","dock, dockage, docking facility","beacon, lighthouse, beacon light, pharos","dock, dockage, docking facility"
83,-0.5,0,0.253,1.3955555555555554,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,de1d29d1-6d67-4245-860c-ec8ec6424561,cc0773ce-63f8-4733-a93a-eb36c693ef3a,f74947b1-8c56-4d17-935e-0bb92e214f50,0136b565-a3d5-48a5-8c11-5049419901db,False,False,False,True,4.0060105,4.2404227,5.2658815,4.5476766,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","beacon, lighthouse, beacon light, pharos",fireboat
84,-0.5,0,0.253,1.3955555555555554,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,4dbeddfd-4233-40fc-8327-fda699631a60,320f3964-1090-4cec-b467-9123cbc4777a,8bf10fbf-c4de-474c-837b-6a5e67815cfb,bb330368-8db3-45c0-a39b-0082f8521809,False,False,False,False,4.1841574,4.7088823,5.305642,4.2938867,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","beacon, lighthouse, beacon light, pharos","dock, dockage, docking facility"
85,-0.5,0,0.253,1.3955555555555554,40,0.0,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,2a586a1f-6a1b-46cd-b4fe-f9a99a9e039a,dd364772-b44f-435f-a1b7-5f5c409a0c18,ffb1789e-8c3d-4671-be26-f24b5696c99a,922fb563-9b29-4e71-899d-848aa513e251,False,False,False,True,5.0410705,5.6637607,6.279682,4.0368233,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","beacon, lighthouse, beacon light, pharos",fireboat
86,-0.5,0,0.253,1.3955555555555554,40,0.6279999999999997,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,1b6c7549-8ad2-4792-a5e4-079bf82a71be,2e61e3bd-61aa-44a8-869a-379888d31d76,049a135a-c51e-4862-8ff2-528a2f7f3080,0815ecc3-110a-4bf8-88fa-e2db2f0c8bac,False,False,False,False,4.025,4.573928400000001,5.3631535,3.8152702000000005,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","beacon, lighthouse, beacon light, pharos","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
87,-0.5,0,0.253,1.3955555555555554,40,1.2559999999999998,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,e47eef5d-6d33-4dc5-81b7-24853b1e4bcb,85245749-99f6-4553-ac1f-785d8e18b864,ec243e52-c8cf-4a4e-8fd2-2a7df0796a09,a5759418-0cbf-4cb2-9ca3-36b63275abf7,False,False,False,True,3.6378082999999997,4.4865303,5.524104,4.4726458,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","beacon, lighthouse, beacon light, pharos",fireboat
88,-0.5,0,0.253,1.3955555555555554,40,1.884,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,1964d822-ccb9-4ca9-9793-d8c2e4d49744,93026bc1-39cd-490e-b6e4-77e6045598f6,0dc3448b-cef9-43dd-a371-e7365caf3f1c,1cd8b6cf-a313-4d52-a403-843593c68fe3,False,False,False,True,3.6248519999999997,4.430262,5.1086183,4.290963,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","submarine, pigboat, sub, U-boat","beacon, lighthouse, beacon light, pharos",fireboat
89,-0.5,0,0.253,1.3955555555555554,40,2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,99ecf9cf-90ed-4bdb-b13f-f0f10f1388f9,13a64abf-db13-48be-8347-7bd1f9456976,66691f69-68f6-4cdd-9b43-b16c1e951849,6adc7d52-b696-4d0a-b532-4beb8f679402,False,False,False,False,3.9509614,4.522189599999999,5.0635853,4.3834295,tugboat_1.blend,classes,"submarine, pigboat, sub, U-boat","dock, dockage, docking facility","beacon, lighthouse, beacon light, pharos","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
90,-0.5,0,0.253,1.57,40,-3.14,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,612825b4-ccb4-446a-ac97-f6745919e0b7,29955528-fc96-47ef-9044-22e59cd6435a,c880a30d-822c-4ce1-9b0f-6ca659bb5e39,f8951693-edcc-4077-8714-7c7fe1ab3fe5,False,False,False,False,4.7976885000000005,4.9657774,4.831706,6.756400999999999,tugboat_1.blend,classes,"beacon, lighthouse, beacon light, pharos","drilling platform, offshore rig","beacon, lighthouse, beacon light, pharos",boathouse
91,-0.5,0,0.253,1.57,40,-2.512,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,0e561257-b44a-4adb-8950-ec0ecc824711,40a6373b-60f5-4bc8-a0b8-50b3402ce30d,d633381a-2663-497d-9731-2323720bf426,c591dd40-7938-4caf-81d6-3df8f7dcaf5a,False,True,False,False,4.9112540000000005,4.737446,4.963337999999999,6.168069,tugboat_1.blend,classes,wreck,"pirate, pirate ship","submarine, pigboat, sub, U-boat","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
92,-0.5,0,0.253,1.57,40,-1.8840000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,77d1aa74-93e4-495e-9863-a8520ec9d7eb,e2fb9415-a2b3-4086-9ba3-7472decda274,bffd0b55-1b96-47e7-bda1-1e2324a42327,a59cf674-7b39-4ebe-bad4-c8fb1cb9d904,False,False,False,False,4.8253392999999996,4.577466,4.703411599999999,5.425129,tugboat_1.blend,classes,"dock, dockage, docking facility","dock, dockage, docking facility","submarine, pigboat, sub, U-boat","dock, dockage, docking facility"
93,-0.5,0,0.253,1.57,40,-1.2560000000000002,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,72b71fd7-8142-406c-985b-405b46728c26,61b2a540-2713-4caf-83e7-7ec533e17c1a,6c3db38b-f311-42f4-aae1-26b0aaa5d425,91cbf455-d443-42b9-b1f4-1b1448cd6e97,False,False,False,False,4.0174136,4.3778367,3.9789394999999996,4.3600015999999995,tugboat_1.blend,classes,"dock, dockage, docking facility","dock, dockage, docking facility","aircraft carrier, carrier, flattop, attack aircraft carrier","breakwater, groin, groyne, mole, bulwark, seawall, jetty"
94,-0.5,0,0.253,1.57,40,-0.6280000000000001,3.0,1.0,0.1,1.0,1.57,1.0,1.0,0.0,3.0,simple_ocean.blend,00c3895b-5811-4e76-b4a2-116c29efe4c3,1989ac59-3465-4105-8059-53f5c65ad9c2,addd4747-44fb-4b22-908d-83b28e5a9b2e,565e9a36-ece5-425a-a9d1-b633568fff94,False,False,False,False,4.378501,5.5953193,5.462274,4.893707,tugboat_1.blend,classes,"aircraft carrier, carrier, flattop, attack aircraft carrier","aircraft carrier, carrier, flattop, attack aircraft carrier","aircraft carrier, carrier, flattop, attack aircraft carrier","seashore, coast, seacoast, sea-coast"
